lat,lon,time,gpp,sitename,IGBPcode
55.8796,-98.4808,1997-01-31 00:00:00,0.0583189,CA-Man,ENF
55.8796,-98.4808,1997-02-28 00:00:00,0.014638,CA-Man,ENF
55.8796,-98.4808,1997-03-31 00:00:00,0.0326673,CA-Man,ENF
55.8796,-98.4808,1997-04-30 00:00:00,0.153169,CA-Man,ENF
55.8796,-98.4808,1997-05-31 00:00:00,1.62839,CA-Man,ENF
55.8796,-98.4808,1997-06-30 00:00:00,4.66147,CA-Man,ENF
55.8796,-98.4808,1997-07-31 00:00:00,6.26863,CA-Man,ENF
55.8796,-98.4808,1997-08-31 00:00:00,5.56388,CA-Man,ENF
55.8796,-98.4808,1997-09-30 00:00:00,3.54065,CA-Man,ENF
55.8796,-98.4808,1997-10-31 00:00:00,0.686127,CA-Man,ENF
55.8796,-98.4808,1997-11-30 00:00:00,0.0180874,CA-Man,ENF
55.8796,-98.4808,1997-12-31 00:00:00,0.0161806,CA-Man,ENF
55.8796,-98.4808,1998-01-31 00:00:00,0.035813,CA-Man,ENF
55.8796,-98.4808,1998-02-28 00:00:00,0.0426499,CA-Man,ENF
55.8796,-98.4808,1998-03-31 00:00:00,0.0477981,CA-Man,ENF
55.8796,-98.4808,1998-04-30 00:00:00,1.02537,CA-Man,ENF
55.8796,-98.4808,1998-05-31 00:00:00,3.13585,CA-Man,ENF
55.8796,-98.4808,1998-06-30 00:00:00,4.71437,CA-Man,ENF
55.8796,-98.4808,1998-07-31 00:00:00,5.4709,CA-Man,ENF
55.8796,-98.4808,1998-08-31 00:00:00,5.50962,CA-Man,ENF
55.8796,-98.4808,1998-09-30 00:00:00,3.51616,CA-Man,ENF
55.8796,-98.4808,1998-10-31 00:00:00,0.978241,CA-Man,ENF
55.8796,-98.4808,1998-11-30 00:00:00,0.021668,CA-Man,ENF
55.8796,-98.4808,1998-12-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,1999-01-31 00:00:00,0.0528424,CA-Man,ENF
55.8796,-98.4808,1999-02-28 00:00:00,0.043793,CA-Man,ENF
55.8796,-98.4808,1999-03-31 00:00:00,0.0450177,CA-Man,ENF
55.8796,-98.4808,1999-04-30 00:00:00,2.30844,CA-Man,ENF
55.8796,-98.4808,1999-05-31 00:00:00,3.35306,CA-Man,ENF
55.8796,-98.4808,1999-06-30 00:00:00,5.24453,CA-Man,ENF
55.8796,-98.4808,1999-07-31 00:00:00,5.7981,CA-Man,ENF
55.8796,-98.4808,1999-08-31 00:00:00,4.65378,CA-Man,ENF
55.8796,-98.4808,1999-09-30 00:00:00,2.98179,CA-Man,ENF
55.8796,-98.4808,1999-10-31 00:00:00,0.750324,CA-Man,ENF
55.8796,-98.4808,1999-11-30 00:00:00,0.307489,CA-Man,ENF
55.8796,-98.4808,1999-12-31 00:00:00,0.0373922,CA-Man,ENF
55.8796,-98.4808,2000-01-31 00:00:00,0.0268052,CA-Man,ENF
55.8796,-98.4808,2000-02-28 00:00:00,0.117108,CA-Man,ENF
55.8796,-98.4808,2000-03-31 00:00:00,0.465167,CA-Man,ENF
55.8796,-98.4808,2000-04-30 00:00:00,0.703066,CA-Man,ENF
55.8796,-98.4808,2000-05-31 00:00:00,2.38321,CA-Man,ENF
55.8796,-98.4808,2000-06-30 00:00:00,4.05001,CA-Man,ENF
55.8796,-98.4808,2000-07-31 00:00:00,5.70676,CA-Man,ENF
55.8796,-98.4808,2000-08-31 00:00:00,4.99172,CA-Man,ENF
55.8796,-98.4808,2000-09-30 00:00:00,3.03737,CA-Man,ENF
55.8796,-98.4808,2000-10-31 00:00:00,0.761803,CA-Man,ENF
55.8796,-98.4808,2000-11-30 00:00:00,0.103912,CA-Man,ENF
55.8796,-98.4808,2000-12-31 00:00:00,0.0815107,CA-Man,ENF
55.8796,-98.4808,2001-01-31 00:00:00,0.014154,CA-Man,ENF
55.8796,-98.4808,2001-02-28 00:00:00,0.019022,CA-Man,ENF
55.8796,-98.4808,2001-03-31 00:00:00,0.0770883,CA-Man,ENF
55.8796,-98.4808,2001-04-30 00:00:00,0.593352,CA-Man,ENF
55.8796,-98.4808,2001-05-31 00:00:00,3.71374,CA-Man,ENF
55.8796,-98.4808,2001-06-30 00:00:00,4.86548,CA-Man,ENF
55.8796,-98.4808,2001-07-31 00:00:00,6.42731,CA-Man,ENF
55.8796,-98.4808,2001-08-31 00:00:00,5.56147,CA-Man,ENF
55.8796,-98.4808,2001-09-30 00:00:00,3.63925,CA-Man,ENF
55.8796,-98.4808,2001-10-31 00:00:00,1.03241,CA-Man,ENF
55.8796,-98.4808,2001-11-30 00:00:00,0.0252734,CA-Man,ENF
55.8796,-98.4808,2001-12-31 00:00:00,0.0530046,CA-Man,ENF
55.8796,-98.4808,2002-01-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2002-02-28 00:00:00,0.0110794,CA-Man,ENF
55.8796,-98.4808,2002-03-31 00:00:00,0.0129304,CA-Man,ENF
55.8796,-98.4808,2002-04-30 00:00:00,0.0352958,CA-Man,ENF
55.8796,-98.4808,2002-05-31 00:00:00,1.23359,CA-Man,ENF
55.8796,-98.4808,2002-06-30 00:00:00,4.51946,CA-Man,ENF
55.8796,-98.4808,2002-07-31 00:00:00,6.09855,CA-Man,ENF
55.8796,-98.4808,2002-08-31 00:00:00,5.2314,CA-Man,ENF
55.8796,-98.4808,2002-09-30 00:00:00,2.94009,CA-Man,ENF
55.8796,-98.4808,2002-10-31 00:00:00,0.481454,CA-Man,ENF
55.8796,-98.4808,2002-11-30 00:00:00,0.00998716,CA-Man,ENF
55.8796,-98.4808,2002-12-31 00:00:00,0.0685465,CA-Man,ENF
55.8796,-98.4808,2003-01-31 00:00:00,0.0122903,CA-Man,ENF
55.8796,-98.4808,2003-02-28 00:00:00,0.0225455,CA-Man,ENF
55.8796,-98.4808,2003-03-31 00:00:00,0.171655,CA-Man,ENF
55.8796,-98.4808,2003-04-30 00:00:00,1.24825,CA-Man,ENF
55.8796,-98.4808,2003-05-31 00:00:00,3.12993,CA-Man,ENF
55.8796,-98.4808,2003-06-30 00:00:00,4.78913,CA-Man,ENF
55.8796,-98.4808,2003-07-31 00:00:00,5.15686,CA-Man,ENF
55.8796,-98.4808,2003-08-31 00:00:00,5.19533,CA-Man,ENF
55.8796,-98.4808,2003-09-30 00:00:00,2.90325,CA-Man,ENF
55.8796,-98.4808,2003-10-31 00:00:00,0.75157,CA-Man,ENF
55.8796,-98.4808,2003-11-30 00:00:00,0.00292609,CA-Man,ENF
55.8796,-98.4808,2003-12-31 00:00:00,0.00563517,CA-Man,ENF
55.8796,-98.4808,2004-01-31 00:00:00,0.0314661,CA-Man,ENF
55.8796,-98.4808,2004-02-28 00:00:00,0.0644074,CA-Man,ENF
55.8796,-98.4808,2004-03-31 00:00:00,0.130859,CA-Man,ENF
55.8796,-98.4808,2004-04-30 00:00:00,0.1855,CA-Man,ENF
55.8796,-98.4808,2004-05-31 00:00:00,0.198078,CA-Man,ENF
55.8796,-98.4808,2004-06-30 00:00:00,0.165871,CA-Man,ENF
55.8796,-98.4808,2004-07-31 00:00:00,0.126573,CA-Man,ENF
55.8796,-98.4808,2004-08-31 00:00:00,0.0765712,CA-Man,ENF
55.8796,-98.4808,2004-09-30 00:00:00,0.0380409,CA-Man,ENF
55.8796,-98.4808,2004-10-31 00:00:00,0.0150133,CA-Man,ENF
55.8796,-98.4808,2004-11-30 00:00:00,0.00432093,CA-Man,ENF
55.8796,-98.4808,2004-12-31 00:00:00,0.0284903,CA-Man,ENF
55.8796,-98.4808,2005-01-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2005-02-28 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2005-03-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2005-04-30 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2005-05-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2005-06-30 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2005-07-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2005-08-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2005-09-30 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2005-10-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2005-11-30 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2005-12-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2006-01-31 00:00:00,0.536981,CA-Man,ENF
55.8796,-98.4808,2006-02-28 00:00:00,2.41499,CA-Man,ENF
55.8796,-98.4808,2006-03-31 00:00:00,4.12979,CA-Man,ENF
55.8796,-98.4808,2006-04-30 00:00:00,4.81633,CA-Man,ENF
55.8796,-98.4808,2006-05-31 00:00:00,4.79351,CA-Man,ENF
55.8796,-98.4808,2006-06-30 00:00:00,3.56546,CA-Man,ENF
55.8796,-98.4808,2006-07-31 00:00:00,4.39966,CA-Man,ENF
55.8796,-98.4808,2006-08-31 00:00:00,5.44193,CA-Man,ENF
55.8796,-98.4808,2006-09-30 00:00:00,3.20457,CA-Man,ENF
55.8796,-98.4808,2006-10-31 00:00:00,0.553905,CA-Man,ENF
55.8796,-98.4808,2006-11-30 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2006-12-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2007-01-31 00:00:00,0.0130088,CA-Man,ENF
55.8796,-98.4808,2007-02-28 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2007-03-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2007-04-30 00:00:00,0.631016,CA-Man,ENF
55.8796,-98.4808,2007-05-31 00:00:00,3.00158,CA-Man,ENF
55.8796,-98.4808,2007-06-30 00:00:00,4.8639,CA-Man,ENF
55.8796,-98.4808,2007-07-31 00:00:00,5.11248,CA-Man,ENF
55.8796,-98.4808,2007-08-31 00:00:00,4.07446,CA-Man,ENF
55.8796,-98.4808,2007-09-30 00:00:00,2.89709,CA-Man,ENF
55.8796,-98.4808,2007-10-31 00:00:00,0.975505,CA-Man,ENF
55.8796,-98.4808,2007-11-30 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2007-12-31 00:00:00,0.0,CA-Man,ENF
55.8796,-98.4808,2008-01-31 00:00:00,0.00986186,CA-Man,ENF
55.8796,-98.4808,2008-02-28 00:00:00,0.0331792,CA-Man,ENF
55.8796,-98.4808,2008-03-31 00:00:00,0.119514,CA-Man,ENF
55.8796,-98.4808,2008-04-30 00:00:00,0.0830167,CA-Man,ENF
55.8796,-98.4808,2008-05-31 00:00:00,2.2852,CA-Man,ENF
55.8796,-98.4808,2008-06-30 00:00:00,4.43946,CA-Man,ENF
55.8796,-98.4808,2008-07-31 00:00:00,5.46961,CA-Man,ENF
55.8796,-98.4808,2008-08-31 00:00:00,5.359,CA-Man,ENF
55.8796,-98.4808,2008-09-30 00:00:00,2.0595,CA-Man,ENF
55.8796,-98.4808,2008-10-31 00:00:00,1.55224,CA-Man,ENF
55.8796,-98.4808,2008-11-30 00:00:00,0.831897,CA-Man,ENF
55.8796,-98.4808,2008-12-31 00:00:00,0.80321,CA-Man,ENF
55.8792,-98.4839,2001-01-31 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2001-02-28 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2001-03-31 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2001-04-30 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2001-05-31 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2001-06-30 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2001-07-31 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2001-08-31 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2001-09-30 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2001-10-31 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2001-11-30 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2001-12-31 00:00:00,-9999,CA-NS1,ENF
55.8792,-98.4839,2002-01-31 00:00:00,1.43026,CA-NS1,ENF
55.8792,-98.4839,2002-02-28 00:00:00,2.43498,CA-NS1,ENF
55.8792,-98.4839,2002-03-31 00:00:00,3.8515,CA-NS1,ENF
55.8792,-98.4839,2002-04-30 00:00:00,4.96863,CA-NS1,ENF
55.8792,-98.4839,2002-05-31 00:00:00,6.09306,CA-NS1,ENF
55.8792,-98.4839,2002-06-30 00:00:00,6.27521,CA-NS1,ENF
55.8792,-98.4839,2002-07-31 00:00:00,5.63649,CA-NS1,ENF
55.8792,-98.4839,2002-08-31 00:00:00,5.75571,CA-NS1,ENF
55.8792,-98.4839,2002-09-30 00:00:00,3.55856,CA-NS1,ENF
55.8792,-98.4839,2002-10-31 00:00:00,0.606147,CA-NS1,ENF
55.8792,-98.4839,2002-11-30 00:00:00,0.0563442,CA-NS1,ENF
55.8792,-98.4839,2002-12-31 00:00:00,0.0607234,CA-NS1,ENF
55.8792,-98.4839,2003-01-31 00:00:00,0.0609542,CA-NS1,ENF
55.8792,-98.4839,2003-02-28 00:00:00,0.00421974,CA-NS1,ENF
55.8792,-98.4839,2003-03-31 00:00:00,0.0366341,CA-NS1,ENF
55.8792,-98.4839,2003-04-30 00:00:00,0.793576,CA-NS1,ENF
55.8792,-98.4839,2003-05-31 00:00:00,4.14283,CA-NS1,ENF
55.8792,-98.4839,2003-06-30 00:00:00,6.02281,CA-NS1,ENF
55.8792,-98.4839,2003-07-31 00:00:00,5.79012,CA-NS1,ENF
55.8792,-98.4839,2003-08-31 00:00:00,4.62058,CA-NS1,ENF
55.8792,-98.4839,2003-09-30 00:00:00,3.05407,CA-NS1,ENF
55.8792,-98.4839,2003-10-31 00:00:00,1.18316,CA-NS1,ENF
55.8792,-98.4839,2003-11-30 00:00:00,0.061793,CA-NS1,ENF
55.8792,-98.4839,2003-12-31 00:00:00,0.0257401,CA-NS1,ENF
55.8792,-98.4839,2004-01-31 00:00:00,0.00988536,CA-NS1,ENF
55.8792,-98.4839,2004-02-28 00:00:00,0.0369341,CA-NS1,ENF
55.8792,-98.4839,2004-03-31 00:00:00,0.0299646,CA-NS1,ENF
55.8792,-98.4839,2004-04-30 00:00:00,0.000816911,CA-NS1,ENF
55.8792,-98.4839,2004-05-31 00:00:00,1.56813,CA-NS1,ENF
55.8792,-98.4839,2004-06-30 00:00:00,5.20463,CA-NS1,ENF
55.8792,-98.4839,2004-07-31 00:00:00,5.92793,CA-NS1,ENF
55.8792,-98.4839,2004-08-31 00:00:00,5.3755,CA-NS1,ENF
55.8792,-98.4839,2004-09-30 00:00:00,3.0203,CA-NS1,ENF
55.8792,-98.4839,2004-10-31 00:00:00,0.558587,CA-NS1,ENF
55.8792,-98.4839,2004-11-30 00:00:00,0.0777439,CA-NS1,ENF
55.8792,-98.4839,2004-12-31 00:00:00,0.0,CA-NS1,ENF
55.8792,-98.4839,2005-01-31 00:00:00,0.00506498,CA-NS1,ENF
55.8792,-98.4839,2005-02-28 00:00:00,0.0187823,CA-NS1,ENF
55.8792,-98.4839,2005-03-31 00:00:00,0.128003,CA-NS1,ENF
55.8792,-98.4839,2005-04-30 00:00:00,1.06788,CA-NS1,ENF
55.8792,-98.4839,2005-05-31 00:00:00,2.91095,CA-NS1,ENF
55.8792,-98.4839,2005-06-30 00:00:00,5.09989,CA-NS1,ENF
55.8792,-98.4839,2005-07-31 00:00:00,5.53354,CA-NS1,ENF
55.8792,-98.4839,2005-08-31 00:00:00,4.66368,CA-NS1,ENF
55.8792,-98.4839,2005-09-30 00:00:00,3.85066,CA-NS1,ENF
55.8792,-98.4839,2005-10-31 00:00:00,2.7334,CA-NS1,ENF
55.8792,-98.4839,2005-11-30 00:00:00,1.54716,CA-NS1,ENF
55.8792,-98.4839,2005-12-31 00:00:00,0.841529,CA-NS1,ENF
55.9058,-98.5247,2001-01-31 00:00:00,0.99922,CA-NS2,ENF
55.9058,-98.5247,2001-02-28 00:00:00,2.178,CA-NS2,ENF
55.9058,-98.5247,2001-03-31 00:00:00,3.25417,CA-NS2,ENF
55.9058,-98.5247,2001-04-30 00:00:00,5.02439,CA-NS2,ENF
55.9058,-98.5247,2001-05-31 00:00:00,5.33076,CA-NS2,ENF
55.9058,-98.5247,2001-06-30 00:00:00,6.12447,CA-NS2,ENF
55.9058,-98.5247,2001-07-31 00:00:00,5.95299,CA-NS2,ENF
55.9058,-98.5247,2001-08-31 00:00:00,5.18521,CA-NS2,ENF
55.9058,-98.5247,2001-09-30 00:00:00,3.1854,CA-NS2,ENF
55.9058,-98.5247,2001-10-31 00:00:00,0.864391,CA-NS2,ENF
55.9058,-98.5247,2001-11-30 00:00:00,0.140886,CA-NS2,ENF
55.9058,-98.5247,2001-12-31 00:00:00,0.0133584,CA-NS2,ENF
55.9058,-98.5247,2002-01-31 00:00:00,0.0,CA-NS2,ENF
55.9058,-98.5247,2002-02-28 00:00:00,0.183222,CA-NS2,ENF
55.9058,-98.5247,2002-03-31 00:00:00,0.127648,CA-NS2,ENF
55.9058,-98.5247,2002-04-30 00:00:00,0.0673171,CA-NS2,ENF
55.9058,-98.5247,2002-05-31 00:00:00,1.74323,CA-NS2,ENF
55.9058,-98.5247,2002-06-30 00:00:00,5.11344,CA-NS2,ENF
55.9058,-98.5247,2002-07-31 00:00:00,5.96094,CA-NS2,ENF
55.9058,-98.5247,2002-08-31 00:00:00,5.0693,CA-NS2,ENF
55.9058,-98.5247,2002-09-30 00:00:00,2.78989,CA-NS2,ENF
55.9058,-98.5247,2002-10-31 00:00:00,0.363331,CA-NS2,ENF
55.9058,-98.5247,2002-11-30 00:00:00,0.0179037,CA-NS2,ENF
55.9058,-98.5247,2002-12-31 00:00:00,0.0175101,CA-NS2,ENF
55.9058,-98.5247,2003-01-31 00:00:00,0.0318028,CA-NS2,ENF
55.9058,-98.5247,2003-02-28 00:00:00,0.0729451,CA-NS2,ENF
55.9058,-98.5247,2003-03-31 00:00:00,0.067004,CA-NS2,ENF
55.9058,-98.5247,2003-04-30 00:00:00,0.655091,CA-NS2,ENF
55.9058,-98.5247,2003-05-31 00:00:00,3.42409,CA-NS2,ENF
55.9058,-98.5247,2003-06-30 00:00:00,5.78135,CA-NS2,ENF
55.9058,-98.5247,2003-07-31 00:00:00,5.69728,CA-NS2,ENF
55.9058,-98.5247,2003-08-31 00:00:00,4.92076,CA-NS2,ENF
55.9058,-98.5247,2003-09-30 00:00:00,2.79824,CA-NS2,ENF
55.9058,-98.5247,2003-10-31 00:00:00,0.862616,CA-NS2,ENF
55.9058,-98.5247,2003-11-30 00:00:00,0.00922768,CA-NS2,ENF
55.9058,-98.5247,2003-12-31 00:00:00,0.0556654,CA-NS2,ENF
55.9058,-98.5247,2004-01-31 00:00:00,0.161575,CA-NS2,ENF
55.9058,-98.5247,2004-02-28 00:00:00,0.115345,CA-NS2,ENF
55.9058,-98.5247,2004-03-31 00:00:00,0.0251414,CA-NS2,ENF
55.9058,-98.5247,2004-04-30 00:00:00,0.0743839,CA-NS2,ENF
55.9058,-98.5247,2004-05-31 00:00:00,1.61289,CA-NS2,ENF
55.9058,-98.5247,2004-06-30 00:00:00,4.77178,CA-NS2,ENF
55.9058,-98.5247,2004-07-31 00:00:00,5.19426,CA-NS2,ENF
55.9058,-98.5247,2004-08-31 00:00:00,4.81883,CA-NS2,ENF
55.9058,-98.5247,2004-09-30 00:00:00,2.48803,CA-NS2,ENF
55.9058,-98.5247,2004-10-31 00:00:00,0.657126,CA-NS2,ENF
55.9058,-98.5247,2004-11-30 00:00:00,0.12351,CA-NS2,ENF
55.9058,-98.5247,2004-12-31 00:00:00,0.188532,CA-NS2,ENF
55.9058,-98.5247,2005-01-31 00:00:00,0.0,CA-NS2,ENF
55.9058,-98.5247,2005-02-28 00:00:00,0.0,CA-NS2,ENF
55.9058,-98.5247,2005-03-31 00:00:00,0.0,CA-NS2,ENF
55.9058,-98.5247,2005-04-30 00:00:00,0.0032786,CA-NS2,ENF
55.9058,-98.5247,2005-05-31 00:00:00,2.29112,CA-NS2,ENF
55.9058,-98.5247,2005-06-30 00:00:00,4.67656,CA-NS2,ENF
55.9058,-98.5247,2005-07-31 00:00:00,5.37967,CA-NS2,ENF
55.9058,-98.5247,2005-08-31 00:00:00,4.55313,CA-NS2,ENF
55.9058,-98.5247,2005-09-30 00:00:00,3.99867,CA-NS2,ENF
55.9058,-98.5247,2005-10-31 00:00:00,2.60217,CA-NS2,ENF
55.9058,-98.5247,2005-11-30 00:00:00,1.3805,CA-NS2,ENF
55.9058,-98.5247,2005-12-31 00:00:00,0.707232,CA-NS2,ENF
55.9117,-98.3822,2001-01-31 00:00:00,1.0144,CA-NS3,ENF
55.9117,-98.3822,2001-02-28 00:00:00,2.01791,CA-NS3,ENF
55.9117,-98.3822,2001-03-31 00:00:00,2.86919,CA-NS3,ENF
55.9117,-98.3822,2001-04-30 00:00:00,4.16827,CA-NS3,ENF
55.9117,-98.3822,2001-05-31 00:00:00,4.34089,CA-NS3,ENF
55.9117,-98.3822,2001-06-30 00:00:00,4.79805,CA-NS3,ENF
55.9117,-98.3822,2001-07-31 00:00:00,4.47881,CA-NS3,ENF
55.9117,-98.3822,2001-08-31 00:00:00,3.87848,CA-NS3,ENF
55.9117,-98.3822,2001-09-30 00:00:00,2.72444,CA-NS3,ENF
55.9117,-98.3822,2001-10-31 00:00:00,0.735585,CA-NS3,ENF
55.9117,-98.3822,2001-11-30 00:00:00,0.0,CA-NS3,ENF
55.9117,-98.3822,2001-12-31 00:00:00,0.0219044,CA-NS3,ENF
55.9117,-98.3822,2002-01-31 00:00:00,0.00806057,CA-NS3,ENF
55.9117,-98.3822,2002-02-28 00:00:00,0.0257485,CA-NS3,ENF
55.9117,-98.3822,2002-03-31 00:00:00,0.0322549,CA-NS3,ENF
55.9117,-98.3822,2002-04-30 00:00:00,0.120327,CA-NS3,ENF
55.9117,-98.3822,2002-05-31 00:00:00,1.74854,CA-NS3,ENF
55.9117,-98.3822,2002-06-30 00:00:00,5.71725,CA-NS3,ENF
55.9117,-98.3822,2002-07-31 00:00:00,6.71315,CA-NS3,ENF
55.9117,-98.3822,2002-08-31 00:00:00,5.63054,CA-NS3,ENF
55.9117,-98.3822,2002-09-30 00:00:00,3.33473,CA-NS3,ENF
55.9117,-98.3822,2002-10-31 00:00:00,0.486905,CA-NS3,ENF
55.9117,-98.3822,2002-11-30 00:00:00,0.00897635,CA-NS3,ENF
55.9117,-98.3822,2002-12-31 00:00:00,0.0,CA-NS3,ENF
55.9117,-98.3822,2003-01-31 00:00:00,0.0396445,CA-NS3,ENF
55.9117,-98.3822,2003-02-28 00:00:00,0.0106184,CA-NS3,ENF
55.9117,-98.3822,2003-03-31 00:00:00,0.0081966,CA-NS3,ENF
55.9117,-98.3822,2003-04-30 00:00:00,0.515022,CA-NS3,ENF
55.9117,-98.3822,2003-05-31 00:00:00,3.81406,CA-NS3,ENF
55.9117,-98.3822,2003-06-30 00:00:00,6.2653,CA-NS3,ENF
55.9117,-98.3822,2003-07-31 00:00:00,6.68186,CA-NS3,ENF
55.9117,-98.3822,2003-08-31 00:00:00,5.40165,CA-NS3,ENF
55.9117,-98.3822,2003-09-30 00:00:00,2.55536,CA-NS3,ENF
55.9117,-98.3822,2003-10-31 00:00:00,0.778332,CA-NS3,ENF
55.9117,-98.3822,2003-11-30 00:00:00,0.00971957,CA-NS3,ENF
55.9117,-98.3822,2003-12-31 00:00:00,0.0,CA-NS3,ENF
55.9117,-98.3822,2004-01-31 00:00:00,0.00626644,CA-NS3,ENF
55.9117,-98.3822,2004-02-28 00:00:00,0.0176125,CA-NS3,ENF
55.9117,-98.3822,2004-03-31 00:00:00,0.127596,CA-NS3,ENF
55.9117,-98.3822,2004-04-30 00:00:00,0.11084,CA-NS3,ENF
55.9117,-98.3822,2004-05-31 00:00:00,1.31275,CA-NS3,ENF
55.9117,-98.3822,2004-06-30 00:00:00,4.87983,CA-NS3,ENF
55.9117,-98.3822,2004-07-31 00:00:00,5.93511,CA-NS3,ENF
55.9117,-98.3822,2004-08-31 00:00:00,5.55999,CA-NS3,ENF
55.9117,-98.3822,2004-09-30 00:00:00,2.93803,CA-NS3,ENF
55.9117,-98.3822,2004-10-31 00:00:00,0.897149,CA-NS3,ENF
55.9117,-98.3822,2004-11-30 00:00:00,0.081228,CA-NS3,ENF
55.9117,-98.3822,2004-12-31 00:00:00,0.00459734,CA-NS3,ENF
55.9117,-98.3822,2005-01-31 00:00:00,0.000799421,CA-NS3,ENF
55.9117,-98.3822,2005-02-28 00:00:00,0.00732302,CA-NS3,ENF
55.9117,-98.3822,2005-03-31 00:00:00,0.0560713,CA-NS3,ENF
55.9117,-98.3822,2005-04-30 00:00:00,0.806756,CA-NS3,ENF
55.9117,-98.3822,2005-05-31 00:00:00,2.72788,CA-NS3,ENF
55.9117,-98.3822,2005-06-30 00:00:00,5.05118,CA-NS3,ENF
55.9117,-98.3822,2005-07-31 00:00:00,6.80576,CA-NS3,ENF
55.9117,-98.3822,2005-08-31 00:00:00,5.23868,CA-NS3,ENF
55.9117,-98.3822,2005-09-30 00:00:00,3.35818,CA-NS3,ENF
55.9117,-98.3822,2005-10-31 00:00:00,1.88252,CA-NS3,ENF
55.9117,-98.3822,2005-11-30 00:00:00,1.06611,CA-NS3,ENF
55.9117,-98.3822,2005-12-31 00:00:00,0.580191,CA-NS3,ENF
55.9144,-98.3806,2002-01-31 00:00:00,0.050915,CA-NS4,ENF
55.9144,-98.3806,2002-02-28 00:00:00,0.0766608,CA-NS4,ENF
55.9144,-98.3806,2002-03-31 00:00:00,0.108235,CA-NS4,ENF
55.9144,-98.3806,2002-04-30 00:00:00,0.134613,CA-NS4,ENF
55.9144,-98.3806,2002-05-31 00:00:00,0.161131,CA-NS4,ENF
55.9144,-98.3806,2002-06-30 00:00:00,0.173364,CA-NS4,ENF
55.9144,-98.3806,2002-07-31 00:00:00,0.159581,CA-NS4,ENF
55.9144,-98.3806,2002-08-31 00:00:00,0.136486,CA-NS4,ENF
55.9144,-98.3806,2002-09-30 00:00:00,0.106216,CA-NS4,ENF
55.9144,-98.3806,2002-10-31 00:00:00,0.087289,CA-NS4,ENF
55.9144,-98.3806,2002-11-30 00:00:00,0.114121,CA-NS4,ENF
55.9144,-98.3806,2002-12-31 00:00:00,0.23959,CA-NS4,ENF
55.9144,-98.3806,2003-01-31 00:00:00,0.00294913,CA-NS4,ENF
55.9144,-98.3806,2003-02-28 00:00:00,0.0219067,CA-NS4,ENF
55.9144,-98.3806,2003-03-31 00:00:00,0.0520148,CA-NS4,ENF
55.9144,-98.3806,2003-04-30 00:00:00,0.315199,CA-NS4,ENF
55.9144,-98.3806,2003-05-31 00:00:00,2.315,CA-NS4,ENF
55.9144,-98.3806,2003-06-30 00:00:00,3.96447,CA-NS4,ENF
55.9144,-98.3806,2003-07-31 00:00:00,4.65763,CA-NS4,ENF
55.9144,-98.3806,2003-08-31 00:00:00,3.7984,CA-NS4,ENF
55.9144,-98.3806,2003-09-30 00:00:00,2.22761,CA-NS4,ENF
55.9144,-98.3806,2003-10-31 00:00:00,0.5803,CA-NS4,ENF
55.9144,-98.3806,2003-11-30 00:00:00,0.48552,CA-NS4,ENF
55.9144,-98.3806,2003-12-31 00:00:00,0.366199,CA-NS4,ENF
55.9144,-98.3806,2004-01-31 00:00:00,0.0927479,CA-NS4,ENF
55.9144,-98.3806,2004-02-28 00:00:00,0.132518,CA-NS4,ENF
55.9144,-98.3806,2004-03-31 00:00:00,0.228674,CA-NS4,ENF
55.9144,-98.3806,2004-04-30 00:00:00,0.294288,CA-NS4,ENF
