lat,lon,time,gpp,sitename,IGBPcode
-28.2395,-56.1886,2009-05-31 00:00:00,-9999,AR-Vir,ENF
-28.2395,-56.1886,2009-06-30 00:00:00,-9999,AR-Vir,ENF
-28.2395,-56.1886,2009-07-31 00:00:00,-9999,AR-Vir,ENF
-28.2395,-56.1886,2009-08-31 00:00:00,-9999,AR-Vir,ENF
-28.2395,-56.1886,2009-09-30 00:00:00,-9999,AR-Vir,ENF
-28.2395,-56.1886,2009-10-31 00:00:00,-9999,AR-Vir,ENF
-28.2395,-56.1886,2009-11-30 00:00:00,-9999,AR-Vir,ENF
-28.2395,-56.1886,2009-12-31 00:00:00,-9999,AR-Vir,ENF
-28.2395,-56.1886,2010-01-31 00:00:00,7.94402,AR-Vir,ENF
-28.2395,-56.1886,2010-02-28 00:00:00,7.01708,AR-Vir,ENF
-28.2395,-56.1886,2010-03-31 00:00:00,6.6422,AR-Vir,ENF
-28.2395,-56.1886,2010-04-30 00:00:00,5.85185,AR-Vir,ENF
-28.2395,-56.1886,2010-05-31 00:00:00,4.6023,AR-Vir,ENF
-28.2395,-56.1886,2010-06-30 00:00:00,4.49799,AR-Vir,ENF
-28.2395,-56.1886,2010-07-31 00:00:00,4.41297,AR-Vir,ENF
-28.2395,-56.1886,2010-08-31 00:00:00,6.04508,AR-Vir,ENF
-28.2395,-56.1886,2010-09-30 00:00:00,6.49974,AR-Vir,ENF
-28.2395,-56.1886,2010-10-31 00:00:00,7.94774,AR-Vir,ENF
-28.2395,-56.1886,2010-11-30 00:00:00,8.68659,AR-Vir,ENF
-28.2395,-56.1886,2010-12-31 00:00:00,10.0669,AR-Vir,ENF
-28.2395,-56.1886,2011-01-31 00:00:00,7.39334,AR-Vir,ENF
-28.2395,-56.1886,2011-02-28 00:00:00,8.2057,AR-Vir,ENF
-28.2395,-56.1886,2011-03-31 00:00:00,8.25929,AR-Vir,ENF
-28.2395,-56.1886,2011-04-30 00:00:00,8.63438,AR-Vir,ENF
-28.2395,-56.1886,2011-05-31 00:00:00,7.02844,AR-Vir,ENF
-28.2395,-56.1886,2011-06-30 00:00:00,6.29664,AR-Vir,ENF
-28.2395,-56.1886,2011-07-31 00:00:00,6.28015,AR-Vir,ENF
-28.2395,-56.1886,2011-08-31 00:00:00,7.15995,AR-Vir,ENF
-28.2395,-56.1886,2011-09-30 00:00:00,7.54931,AR-Vir,ENF
-28.2395,-56.1886,2011-10-31 00:00:00,10.078,AR-Vir,ENF
-28.2395,-56.1886,2011-11-30 00:00:00,9.67574,AR-Vir,ENF
-28.2395,-56.1886,2011-12-31 00:00:00,12.435,AR-Vir,ENF
-28.2395,-56.1886,2012-01-31 00:00:00,6.34549,AR-Vir,ENF
-28.2395,-56.1886,2012-02-28 00:00:00,8.24366,AR-Vir,ENF
-28.2395,-56.1886,2012-03-31 00:00:00,8.97035,AR-Vir,ENF
-28.2395,-56.1886,2012-04-30 00:00:00,7.1784,AR-Vir,ENF
-28.2395,-56.1886,2012-05-31 00:00:00,6.42116,AR-Vir,ENF
-28.2395,-56.1886,2012-06-30 00:00:00,3.98745,AR-Vir,ENF
-28.2395,-56.1886,2012-07-31 00:00:00,4.13744,AR-Vir,ENF
-28.2395,-56.1886,2012-08-31 00:00:00,4.48932,AR-Vir,ENF
-28.2395,-56.1886,2012-09-30 00:00:00,5.29049,AR-Vir,ENF
-28.2395,-56.1886,2012-10-31 00:00:00,5.39267,AR-Vir,ENF
-28.2395,-56.1886,2012-11-30 00:00:00,5.84145,AR-Vir,ENF
-28.2395,-56.1886,2012-12-31 00:00:00,5.77487,AR-Vir,ENF
47.1167,11.3175,2002-01-31 00:00:00,0.300779,AT-Neu,GRA
47.1167,11.3175,2002-02-28 00:00:00,0.667346,AT-Neu,GRA
47.1167,11.3175,2002-03-31 00:00:00,1.09732,AT-Neu,GRA
47.1167,11.3175,2002-04-30 00:00:00,6.4868,AT-Neu,GRA
47.1167,11.3175,2002-05-31 00:00:00,13.097,AT-Neu,GRA
47.1167,11.3175,2002-06-30 00:00:00,7.58797,AT-Neu,GRA
47.1167,11.3175,2002-07-31 00:00:00,12.005,AT-Neu,GRA
47.1167,11.3175,2002-08-31 00:00:00,6.06027,AT-Neu,GRA
47.1167,11.3175,2002-09-30 00:00:00,7.10643,AT-Neu,GRA
47.1167,11.3175,2002-10-31 00:00:00,1.08735,AT-Neu,GRA
47.1167,11.3175,2002-11-30 00:00:00,0.958699,AT-Neu,GRA
47.1167,11.3175,2002-12-31 00:00:00,0.402475,AT-Neu,GRA
47.1167,11.3175,2003-01-31 00:00:00,0.0944073,AT-Neu,GRA
47.1167,11.3175,2003-02-28 00:00:00,0.189534,AT-Neu,GRA
47.1167,11.3175,2003-03-31 00:00:00,1.26411,AT-Neu,GRA
47.1167,11.3175,2003-04-30 00:00:00,6.13754,AT-Neu,GRA
47.1167,11.3175,2003-05-31 00:00:00,11.7643,AT-Neu,GRA
47.1167,11.3175,2003-06-30 00:00:00,8.97135,AT-Neu,GRA
47.1167,11.3175,2003-07-31 00:00:00,12.0555,AT-Neu,GRA
47.1167,11.3175,2003-08-31 00:00:00,10.6423,AT-Neu,GRA
47.1167,11.3175,2003-09-30 00:00:00,5.12804,AT-Neu,GRA
47.1167,11.3175,2003-10-31 00:00:00,1.43406,AT-Neu,GRA
47.1167,11.3175,2003-11-30 00:00:00,0.852949,AT-Neu,GRA
47.1167,11.3175,2003-12-31 00:00:00,0.491449,AT-Neu,GRA
47.1167,11.3175,2004-01-31 00:00:00,0.0,AT-Neu,GRA
47.1167,11.3175,2004-02-28 00:00:00,0.0650825,AT-Neu,GRA
47.1167,11.3175,2004-03-31 00:00:00,0.12406,AT-Neu,GRA
47.1167,11.3175,2004-04-30 00:00:00,5.779,AT-Neu,GRA
47.1167,11.3175,2004-05-31 00:00:00,13.8762,AT-Neu,GRA
47.1167,11.3175,2004-06-30 00:00:00,8.60357,AT-Neu,GRA
47.1167,11.3175,2004-07-31 00:00:00,12.3873,AT-Neu,GRA
47.1167,11.3175,2004-08-31 00:00:00,8.36409,AT-Neu,GRA
47.1167,11.3175,2004-09-30 00:00:00,6.45681,AT-Neu,GRA
47.1167,11.3175,2004-10-31 00:00:00,3.76626,AT-Neu,GRA
47.1167,11.3175,2004-11-30 00:00:00,1.20279,AT-Neu,GRA
47.1167,11.3175,2004-12-31 00:00:00,0.357992,AT-Neu,GRA
47.1167,11.3175,2005-01-31 00:00:00,0.0502646,AT-Neu,GRA
47.1167,11.3175,2005-02-28 00:00:00,0.0861003,AT-Neu,GRA
47.1167,11.3175,2005-03-31 00:00:00,0.459382,AT-Neu,GRA
47.1167,11.3175,2005-04-30 00:00:00,4.90731,AT-Neu,GRA
47.1167,11.3175,2005-05-31 00:00:00,12.8556,AT-Neu,GRA
47.1167,11.3175,2005-06-30 00:00:00,10.1509,AT-Neu,GRA
47.1167,11.3175,2005-07-31 00:00:00,9.87242,AT-Neu,GRA
47.1167,11.3175,2005-08-31 00:00:00,7.08577,AT-Neu,GRA
47.1167,11.3175,2005-09-30 00:00:00,6.21907,AT-Neu,GRA
47.1167,11.3175,2005-10-31 00:00:00,2.27776,AT-Neu,GRA
47.1167,11.3175,2005-11-30 00:00:00,0.937745,AT-Neu,GRA
47.1167,11.3175,2005-12-31 00:00:00,0.0838506,AT-Neu,GRA
47.1167,11.3175,2006-01-31 00:00:00,0.000490735,AT-Neu,GRA
47.1167,11.3175,2006-02-28 00:00:00,0.0246335,AT-Neu,GRA
47.1167,11.3175,2006-03-31 00:00:00,0.0,AT-Neu,GRA
47.1167,11.3175,2006-04-30 00:00:00,5.23122,AT-Neu,GRA
47.1167,11.3175,2006-05-31 00:00:00,12.1192,AT-Neu,GRA
47.1167,11.3175,2006-06-30 00:00:00,7.69991,AT-Neu,GRA
47.1167,11.3175,2006-07-31 00:00:00,8.65316,AT-Neu,GRA
47.1167,11.3175,2006-08-31 00:00:00,6.61054,AT-Neu,GRA
47.1167,11.3175,2006-09-30 00:00:00,5.26878,AT-Neu,GRA
47.1167,11.3175,2006-10-31 00:00:00,3.81805,AT-Neu,GRA
47.1167,11.3175,2006-11-30 00:00:00,1.83536,AT-Neu,GRA
47.1167,11.3175,2006-12-31 00:00:00,0.780437,AT-Neu,GRA
47.1167,11.3175,2007-01-31 00:00:00,0.116787,AT-Neu,GRA
47.1167,11.3175,2007-02-28 00:00:00,0.41366,AT-Neu,GRA
47.1167,11.3175,2007-03-31 00:00:00,2.53836,AT-Neu,GRA
47.1167,11.3175,2007-04-30 00:00:00,9.31217,AT-Neu,GRA
47.1167,11.3175,2007-05-31 00:00:00,12.2412,AT-Neu,GRA
47.1167,11.3175,2007-06-30 00:00:00,10.3081,AT-Neu,GRA
47.1167,11.3175,2007-07-31 00:00:00,12.9522,AT-Neu,GRA
47.1167,11.3175,2007-08-31 00:00:00,9.14965,AT-Neu,GRA
47.1167,11.3175,2007-09-30 00:00:00,6.99573,AT-Neu,GRA
47.1167,11.3175,2007-10-31 00:00:00,2.67049,AT-Neu,GRA
47.1167,11.3175,2007-11-30 00:00:00,1.29208,AT-Neu,GRA
47.1167,11.3175,2007-12-31 00:00:00,0.741262,AT-Neu,GRA
47.1167,11.3175,2008-01-31 00:00:00,0.537548,AT-Neu,GRA
47.1167,11.3175,2008-02-28 00:00:00,0.513085,AT-Neu,GRA
47.1167,11.3175,2008-03-31 00:00:00,0.99958,AT-Neu,GRA
47.1167,11.3175,2008-04-30 00:00:00,6.34039,AT-Neu,GRA
47.1167,11.3175,2008-05-31 00:00:00,13.2022,AT-Neu,GRA
47.1167,11.3175,2008-06-30 00:00:00,10.5003,AT-Neu,GRA
47.1167,11.3175,2008-07-31 00:00:00,13.6149,AT-Neu,GRA
47.1167,11.3175,2008-08-31 00:00:00,7.89331,AT-Neu,GRA
47.1167,11.3175,2008-09-30 00:00:00,6.9547,AT-Neu,GRA
47.1167,11.3175,2008-10-31 00:00:00,2.29911,AT-Neu,GRA
47.1167,11.3175,2008-11-30 00:00:00,1.07833,AT-Neu,GRA
47.1167,11.3175,2008-12-31 00:00:00,0.0,AT-Neu,GRA
47.1167,11.3175,2009-01-31 00:00:00,0.00171706,AT-Neu,GRA
47.1167,11.3175,2009-02-28 00:00:00,0.0950388,AT-Neu,GRA
47.1167,11.3175,2009-03-31 00:00:00,0.206066,AT-Neu,GRA
47.1167,11.3175,2009-04-30 00:00:00,6.71163,AT-Neu,GRA
47.1167,11.3175,2009-05-31 00:00:00,13.5374,AT-Neu,GRA
47.1167,11.3175,2009-06-30 00:00:00,8.26469,AT-Neu,GRA
47.1167,11.3175,2009-07-31 00:00:00,11.6245,AT-Neu,GRA
47.1167,11.3175,2009-08-31 00:00:00,8.74757,AT-Neu,GRA
47.1167,11.3175,2009-09-30 00:00:00,6.79786,AT-Neu,GRA
47.1167,11.3175,2009-10-31 00:00:00,3.55744,AT-Neu,GRA
47.1167,11.3175,2009-11-30 00:00:00,0.97588,AT-Neu,GRA
47.1167,11.3175,2009-12-31 00:00:00,0.242843,AT-Neu,GRA
47.1167,11.3175,2010-01-31 00:00:00,0.266284,AT-Neu,GRA
47.1167,11.3175,2010-02-28 00:00:00,0.217402,AT-Neu,GRA
47.1167,11.3175,2010-03-31 00:00:00,1.11006,AT-Neu,GRA
47.1167,11.3175,2010-04-30 00:00:00,7.05994,AT-Neu,GRA
47.1167,11.3175,2010-05-31 00:00:00,11.1337,AT-Neu,GRA
47.1167,11.3175,2010-06-30 00:00:00,9.28721,AT-Neu,GRA
47.1167,11.3175,2010-07-31 00:00:00,10.0149,AT-Neu,GRA
47.1167,11.3175,2010-08-31 00:00:00,7.04711,AT-Neu,GRA
47.1167,11.3175,2010-09-30 00:00:00,7.15358,AT-Neu,GRA
47.1167,11.3175,2010-10-31 00:00:00,2.51768,AT-Neu,GRA
47.1167,11.3175,2010-11-30 00:00:00,1.5464,AT-Neu,GRA
47.1167,11.3175,2010-12-31 00:00:00,0.172479,AT-Neu,GRA
47.1167,11.3175,2011-01-31 00:00:00,0.522475,AT-Neu,GRA
47.1167,11.3175,2011-02-28 00:00:00,0.121063,AT-Neu,GRA
47.1167,11.3175,2011-03-31 00:00:00,1.37735,AT-Neu,GRA
47.1167,11.3175,2011-04-30 00:00:00,9.00152,AT-Neu,GRA
47.1167,11.3175,2011-05-31 00:00:00,12.8936,AT-Neu,GRA
47.1167,11.3175,2011-06-30 00:00:00,9.31005,AT-Neu,GRA
47.1167,11.3175,2011-07-31 00:00:00,12.6424,AT-Neu,GRA
47.1167,11.3175,2011-08-31 00:00:00,7.20812,AT-Neu,GRA
47.1167,11.3175,2011-09-30 00:00:00,6.66576,AT-Neu,GRA
47.1167,11.3175,2011-10-31 00:00:00,2.26504,AT-Neu,GRA
47.1167,11.3175,2011-11-30 00:00:00,1.15402,AT-Neu,GRA
47.1167,11.3175,2011-12-31 00:00:00,0.207781,AT-Neu,GRA
47.1167,11.3175,2012-01-31 00:00:00,0.0137366,AT-Neu,GRA
47.1167,11.3175,2012-02-28 00:00:00,0.579329,AT-Neu,GRA
47.1167,11.3175,2012-03-31 00:00:00,0.471707,AT-Neu,GRA
47.1167,11.3175,2012-04-30 00:00:00,5.71854,AT-Neu,GRA
47.1167,11.3175,2012-05-31 00:00:00,11.0125,AT-Neu,GRA
47.1167,11.3175,2012-06-30 00:00:00,8.99399,AT-Neu,GRA
47.1167,11.3175,2012-07-31 00:00:00,10.2486,AT-Neu,GRA
47.1167,11.3175,2012-08-31 00:00:00,8.26719,AT-Neu,GRA
47.1167,11.3175,2012-09-30 00:00:00,6.22435,AT-Neu,GRA
47.1167,11.3175,2012-10-31 00:00:00,2.85537,AT-Neu,GRA
47.1167,11.3175,2012-11-30 00:00:00,1.66588,AT-Neu,GRA
47.1167,11.3175,2012-12-31 00:00:00,0.679971,AT-Neu,GRA
-13.0769,131.1178,2007-01-31 00:00:00,3.47958,AU-Ade,WSA
-13.0769,131.1178,2007-02-28 00:00:00,3.93392,AU-Ade,WSA
-13.0769,131.1178,2007-03-31 00:00:00,3.02852,AU-Ade,WSA
-13.0769,131.1178,2007-04-30 00:00:00,4.13092,AU-Ade,WSA
-13.0769,131.1178,2007-05-31 00:00:00,3.64647,AU-Ade,WSA
-13.0769,131.1178,2007-06-30 00:00:00,3.24916,AU-Ade,WSA
-13.0769,131.1178,2007-07-31 00:00:00,3.67324,AU-Ade,WSA
-13.0769,131.1178,2007-08-31 00:00:00,3.88222,AU-Ade,WSA
-13.0769,131.1178,2007-09-30 00:00:00,4.46822,AU-Ade,WSA
-13.0769,131.1178,2007-10-31 00:00:00,4.52802,AU-Ade,WSA
-13.0769,131.1178,2007-11-30 00:00:00,6.33892,AU-Ade,WSA
-13.0769,131.1178,2007-12-31 00:00:00,8.39777,AU-Ade,WSA
-13.0769,131.1178,2008-01-31 00:00:00,8.24739,AU-Ade,WSA
-13.0769,131.1178,2008-02-28 00:00:00,5.51135,AU-Ade,WSA
-13.0769,131.1178,2008-03-31 00:00:00,6.02107,AU-Ade,WSA
-13.0769,131.1178,2008-04-30 00:00:00,4.15447,AU-Ade,WSA
-13.0769,131.1178,2008-05-31 00:00:00,1.85983,AU-Ade,WSA
-13.0769,131.1178,2008-06-30 00:00:00,1.01142,AU-Ade,WSA
-13.0769,131.1178,2008-07-31 00:00:00,1.72006,AU-Ade,WSA
-13.0769,131.1178,2008-08-31 00:00:00,2.10971,AU-Ade,WSA
-13.0769,131.1178,2008-09-30 00:00:00,2.27996,AU-Ade,WSA
-13.0769,131.1178,2008-10-31 00:00:00,3.24559,AU-Ade,WSA
-13.0769,131.1178,2008-11-30 00:00:00,4.63927,AU-Ade,WSA
-13.0769,131.1178,2008-12-31 00:00:00,6.42687,AU-Ade,WSA
-13.0769,131.1178,2009-01-31 00:00:00,9.27438,AU-Ade,WSA
-13.0769,131.1178,2009-02-28 00:00:00,9.29053,AU-Ade,WSA
-13.0769,131.1178,2009-03-31 00:00:00,10.2235,AU-Ade,WSA
-13.0769,131.1178,2009-04-30 00:00:00,3.98704,AU-Ade,WSA
-13.0769,131.1178,2009-05-31 00:00:00,1.91718,AU-Ade,WSA
-13.0769,131.1178,2009-06-30 00:00:00,1.78274,AU-Ade,WSA
-13.0769,131.1178,2009-07-31 00:00:00,1.83342,AU-Ade,WSA
-13.0769,131.1178,2009-08-31 00:00:00,1.95221,AU-Ade,WSA
-13.0769,131.1178,2009-09-30 00:00:00,2.05007,AU-Ade,WSA
-13.0769,131.1178,2009-10-31 00:00:00,2.17371,AU-Ade,WSA
-13.0769,131.1178,2009-11-30 00:00:00,2.14293,AU-Ade,WSA
-13.0769,131.1178,2009-12-31 00:00:00,1.95646,AU-Ade,WSA
-22.2830,133.2490,2010-01-31 00:00:00,0.706758,AU-ASM,ENF
-22.2830,133.2490,2010-02-28 00:00:00,0.562985,AU-ASM,ENF
-22.2830,133.2490,2010-03-31 00:00:00,0.969482,AU-ASM,ENF
-22.2830,133.2490,2010-04-30 00:00:00,1.05938,AU-ASM,ENF
-22.2830,133.2490,2010-05-31 00:00:00,1.07551,AU-ASM,ENF
-22.2830,133.2490,2010-06-30 00:00:00,1.24846,AU-ASM,ENF
-22.2830,133.2490,2010-07-31 00:00:00,1.15384,AU-ASM,ENF
-22.2830,133.2490,2010-08-31 00:00:00,1.29925,AU-ASM,ENF
-22.2830,133.2490,2010-09-30 00:00:00,2.06039,AU-ASM,ENF
-22.2830,133.2490,2010-10-31 00:00:00,1.96523,AU-ASM,ENF
-22.2830,133.2490,2010-11-30 00:00:00,0.591202,AU-ASM,ENF
-22.2830,133.2490,2010-12-31 00:00:00,1.83502,AU-ASM,ENF
-22.2830,133.2490,2011-01-31 00:00:00,1.82079,AU-ASM,ENF
-22.2830,133.2490,2011-02-28 00:00:00,3.75109,AU-ASM,ENF
-22.2830,133.2490,2011-03-31 00:00:00,4.56481,AU-ASM,ENF
-22.2830,133.2490,2011-04-30 00:00:00,3.29677,AU-ASM,ENF
-22.2830,133.2490,2011-05-31 00:00:00,1.31242,AU-ASM,ENF
-22.2830,133.2490,2011-06-30 00:00:00,0.544865,AU-ASM,ENF
-22.2830,133.2490,2011-07-31 00:00:00,0.39754,AU-ASM,ENF
-22.2830,133.2490,2011-08-31 00:00:00,0.212744,AU-ASM,ENF
-22.2830,133.2490,2011-09-30 00:00:00,0.0556728,AU-ASM,ENF
-22.2830,133.2490,2011-10-31 00:00:00,0.073048,AU-ASM,ENF
-22.2830,133.2490,2011-11-30 00:00:00,0.169998,AU-ASM,ENF
-22.2830,133.2490,2011-12-31 00:00:00,0.0682391,AU-ASM,ENF
-22.2830,133.2490,2012-01-31 00:00:00,0.348191,AU-ASM,ENF
-22.2830,133.2490,2012-02-28 00:00:00,0.186108,AU-ASM,ENF
-22.2830,133.2490,2012-03-31 00:00:00,1.78658,AU-ASM,ENF
-22.2830,133.2490,2012-04-30 00:00:00,0.722247,AU-ASM,ENF
-22.2830,133.2490,2012-05-31 00:00:00,0.399983,AU-ASM,ENF
-22.2830,133.2490,2012-06-30 00:00:00,0.213163,AU-ASM,ENF
-22.2830,133.2490,2012-07-31 00:00:00,0.20292,AU-ASM,ENF
-22.2830,133.2490,2012-08-31 00:00:00,0.349754,AU-ASM,ENF
-22.2830,133.2490,2012-09-30 00:00:00,0.272615,AU-ASM,ENF
-22.2830,133.2490,2012-10-31 00:00:00,0.186492,AU-ASM,ENF
-22.2830,133.2490,2012-11-30 00:00:00,0.253961,AU-ASM,ENF
-22.2830,133.2490,2012-12-31 00:00:00,0.552307,AU-ASM,ENF
-22.2830,133.2490,2013-01-31 00:00:00,0.413597,AU-ASM,ENF
-22.2830,133.2490,2013-02-28 00:00:00,0.175357,AU-ASM,ENF
-22.2830,133.2490,2013-03-31 00:00:00,0.187609,AU-ASM,ENF
-22.2830,133.2490,2013-04-30 00:00:00,0.140881,AU-ASM,ENF
-22.2830,133.2490,2013-05-31 00:00:00,0.38086,AU-ASM,ENF
-22.2830,133.2490,2013-06-30 00:00:00,0.271304,AU-ASM,ENF
-22.2830,133.2490,2013-07-31 00:00:00,0.122902,AU-ASM,ENF
-22.2830,133.2490,2013-08-31 00:00:00,0.235039,AU-ASM,ENF
-22.2830,133.2490,2013-09-30 00:00:00,0.394457,AU-ASM,ENF
-22.2830,133.2490,2013-10-31 00:00:00,0.217837,AU-ASM,ENF
-22.2830,133.2490,2013-11-30 00:00:00,0.274606,AU-ASM,ENF
-22.2830,133.2490,2013-12-31 00:00:00,0.228831,AU-ASM,ENF
-22.2830,133.2490,2014-01-31 00:00:00,0.389471,AU-ASM,ENF
-22.2830,133.2490,2014-02-28 00:00:00,1.38259,AU-ASM,ENF
-22.2830,133.2490,2014-03-31 00:00:00,2.13028,AU-ASM,ENF
-22.2830,133.2490,2014-04-30 00:00:00,1.26104,AU-ASM,ENF
-22.2830,133.2490,2014-05-31 00:00:00,0.724498,AU-ASM,ENF
-22.2830,133.2490,2014-06-30 00:00:00,0.30618,AU-ASM,ENF
-22.2830,133.2490,2014-07-31 00:00:00,0.311244,AU-ASM,ENF
-22.2830,133.2490,2014-08-31 00:00:00,0.194537,AU-ASM,ENF
-22.2830,133.2490,2014-09-30 00:00:00,0.119049,AU-ASM,ENF
-22.2830,133.2490,2014-10-31 00:00:00,0.130404,AU-ASM,ENF
-22.2830,133.2490,2014-11-30 00:00:00,0.10372,AU-ASM,ENF
-22.2830,133.2490,2014-12-31 00:00:00,1.20132,AU-ASM,ENF
-34.0021,140.5891,2010-01-31 00:00:00,2.38748,AU-Cpr,SAV
-34.0021,140.5891,2010-02-28 00:00:00,2.19159,AU-Cpr,SAV
-34.0021,140.5891,2010-03-31 00:00:00,1.99896,AU-Cpr,SAV
-34.0021,140.5891,2010-04-30 00:00:00,1.71133,AU-Cpr,SAV
-34.0021,140.5891,2010-05-31 00:00:00,1.46161,AU-Cpr,SAV
-34.0021,140.5891,2010-06-30 00:00:00,1.31512,AU-Cpr,SAV
-34.0021,140.5891,2010-07-31 00:00:00,1.35767,AU-Cpr,SAV
-34.0021,140.5891,2010-08-31 00:00:00,0.928431,AU-Cpr,SAV
-34.0021,140.5891,2010-09-30 00:00:00,1.2468,AU-Cpr,SAV
-34.0021,140.5891,2010-10-31 00:00:00,1.15846,AU-Cpr,SAV
-34.0021,140.5891,2010-11-30 00:00:00,1.51618,AU-Cpr,SAV
-34.0021,140.5891,2010-12-31 00:00:00,1.8712,AU-Cpr,SAV
-34.0021,140.5891,2011-01-31 00:00:00,2.41895,AU-Cpr,SAV
-34.0021,140.5891,2011-02-28 00:00:00,3.14538,AU-Cpr,SAV
-34.0021,140.5891,2011-03-31 00:00:00,2.86739,AU-Cpr,SAV
-34.0021,140.5891,2011-04-30 00:00:00,2.43643,AU-Cpr,SAV
-34.0021,140.5891,2011-05-31 00:00:00,2.06296,AU-Cpr,SAV
-34.0021,140.5891,2011-06-30 00:00:00,1.6506,AU-Cpr,SAV
-34.0021,140.5891,2011-07-31 00:00:00,1.56651,AU-Cpr,SAV
-34.0021,140.5891,2011-08-31 00:00:00,1.56292,AU-Cpr,SAV
-34.0021,140.5891,2011-09-30 00:00:00,1.56844,AU-Cpr,SAV
-34.0021,140.5891,2011-10-31 00:00:00,1.84292,AU-Cpr,SAV
-34.0021,140.5891,2011-11-30 00:00:00,1.83048,AU-Cpr,SAV
-34.0021,140.5891,2011-12-31 00:00:00,2.16499,AU-Cpr,SAV
-34.0021,140.5891,2012-01-31 00:00:00,2.45662,AU-Cpr,SAV
-34.0021,140.5891,2012-02-28 00:00:00,1.7916,AU-Cpr,SAV
-34.0021,140.5891,2012-03-31 00:00:00,2.58086,AU-Cpr,SAV
-34.0021,140.5891,2012-04-30 00:00:00,2.18584,AU-Cpr,SAV
-34.0021,140.5891,2012-05-31 00:00:00,1.95274,AU-Cpr,SAV
-34.0021,140.5891,2012-06-30 00:00:00,1.41504,AU-Cpr,SAV
-34.0021,140.5891,2012-07-31 00:00:00,1.32174,AU-Cpr,SAV
-34.0021,140.5891,2012-08-31 00:00:00,1.74726,AU-Cpr,SAV
-34.0021,140.5891,2012-09-30 00:00:00,1.65836,AU-Cpr,SAV
-34.0021,140.5891,2012-10-31 00:00:00,1.33982,AU-Cpr,SAV
-34.0021,140.5891,2012-11-30 00:00:00,1.09128,AU-Cpr,SAV
-34.0021,140.5891,2012-12-31 00:00:00,1.08345,AU-Cpr,SAV
-34.0021,140.5891,2013-01-31 00:00:00,0.623814,AU-Cpr,SAV
-34.0021,140.5891,2013-02-28 00:00:00,0.685303,AU-Cpr,SAV
