lat,lon,time,gpp
49.69,285.66,2003-01-31 00:00:00,2.6990977972600004e-10
49.69,285.66,2003-02-28 00:00:00,8.423971128304409e-10
49.69,285.66,2003-03-31 00:00:00,6.1858579838019434e-09
49.69,285.66,2003-04-30 00:00:00,1.2593976480812589e-08
49.69,285.66,2003-05-31 00:00:00,5.825082760940778e-08
49.69,285.66,2003-06-30 00:00:00,1.0322965851072212e-07
49.69,285.66,2003-07-31 00:00:00,1.051122911208283e-07
49.69,285.66,2003-08-31 00:00:00,9.381680078976836e-08
49.69,285.66,2003-09-30 00:00:00,7.401091895848298e-08
49.69,285.66,2003-10-31 00:00:00,3.2424105080237204e-08
49.69,285.66,2003-11-30 00:00:00,1.3498177529433496e-08
49.69,285.66,2003-12-31 00:00:00,5.0204545882531955e-09
49.69,285.66,2004-01-31 00:00:00,9.989026183450283e-10
49.69,285.66,2004-02-28 00:00:00,1.7749305805785788e-09
49.69,285.66,2004-03-31 00:00:00,7.016945652589879e-09
49.69,285.66,2004-04-30 00:00:00,1.2799483022789398e-08
49.69,285.66,2004-05-31 00:00:00,4.0321395058740336e-08
49.69,285.66,2004-06-30 00:00:00,9.155953703457078e-08
49.69,285.66,2004-07-31 00:00:00,1.07096960965869e-07
49.69,285.66,2004-08-31 00:00:00,9.133018930346065e-08
49.69,285.66,2004-09-30 00:00:00,7.067222694933265e-08
49.69,285.66,2004-10-31 00:00:00,3.778518719467521e-08
49.69,285.66,2004-11-30 00:00:00,1.243524001660094e-08
49.69,285.66,2004-12-31 00:00:00,1.373056481373162e-09
49.69,285.66,2005-01-31 00:00:00,6.227423245965262e-10
49.69,285.66,2005-02-28 00:00:00,2.4088512881321457e-09
49.69,285.66,2005-03-31 00:00:00,3.9763397417203235e-09
49.69,285.66,2005-04-30 00:00:00,1.5462979518303832e-08
49.69,285.66,2005-05-31 00:00:00,6.798797322550797e-08
49.69,285.66,2005-06-30 00:00:00,1.1029729904973931e-07
49.69,285.66,2005-07-31 00:00:00,1.1589239620931939e-07
49.69,285.66,2005-08-31 00:00:00,1.0213802878145155e-07
49.69,285.66,2005-09-30 00:00:00,7.146681223344999e-08
49.69,285.66,2005-10-31 00:00:00,3.888307017275607e-08
49.69,285.66,2005-11-30 00:00:00,1.1214626603855662e-08
49.69,285.66,2005-12-31 00:00:00,1.864233779667531e-09
49.69,285.66,2006-01-31 00:00:00,2.6136284775864525e-09
49.69,285.66,2006-02-28 00:00:00,1.907649383852437e-09
49.69,285.66,2006-03-31 00:00:00,9.949325957932176e-09
49.69,285.66,2006-04-30 00:00:00,3.0564346234534635e-08
49.69,285.66,2006-05-31 00:00:00,8.334151018275265e-08
49.69,285.66,2006-06-30 00:00:00,1.1545199743241861e-07
49.69,285.66,2006-07-31 00:00:00,1.139911742250819e-07
