lat,lon,time,gpp
49.5,18.5369,2004-01-31 00:00:00,1.1674429630167913e-08
49.5,18.5369,2004-02-28 00:00:00,2.344286145575217e-08
49.5,18.5369,2004-03-31 00:00:00,4.11354317284405e-08
49.5,18.5369,2004-04-30 00:00:00,7.587358656338271e-08
49.5,18.5369,2004-05-31 00:00:00,9.166563777119172e-08
49.5,18.5369,2004-06-30 00:00:00,1.0996271228022332e-07
49.5,18.5369,2004-07-31 00:00:00,1.112066103100675e-07
49.5,18.5369,2004-08-31 00:00:00,1.0898518799122357e-07
49.5,18.5369,2004-09-30 00:00:00,8.40236291661523e-08
49.5,18.5369,2004-10-31 00:00:00,5.4938312585215995e-08
49.5,18.5369,2004-11-30 00:00:00,2.646944328978184e-08
49.5,18.5369,2004-12-31 00:00:00,1.582132524724314e-08
49.5,18.5369,2005-01-31 00:00:00,1.536865936876712e-08
49.5,18.5369,2005-02-28 00:00:00,1.4736276836279898e-08
49.5,18.5369,2005-03-31 00:00:00,3.2085631238659327e-08
49.5,18.5369,2005-04-30 00:00:00,6.843623082825483e-08
49.5,18.5369,2005-05-31 00:00:00,8.590305971607071e-08
49.5,18.5369,2005-06-30 00:00:00,1.0331837543185457e-07
49.5,18.5369,2005-07-31 00:00:00,1.1010020746683556e-07
49.5,18.5369,2005-08-31 00:00:00,8.991388197702449e-08
49.5,18.5369,2005-09-30 00:00:00,8.15780139610545e-08
49.5,18.5369,2005-10-31 00:00:00,5.506762956059879e-08
49.5,18.5369,2005-11-30 00:00:00,2.5082958531203088e-08
49.5,18.5369,2005-12-31 00:00:00,1.1428888637868739e-08
49.5,18.5369,2006-01-31 00:00:00,7.449762052670591e-09
49.5,18.5369,2006-02-28 00:00:00,1.5843773186586714e-08
49.5,18.5369,2006-03-31 00:00:00,2.94421706101553e-08
49.5,18.5369,2006-04-30 00:00:00,6.738938656334073e-08
49.5,18.5369,2006-05-31 00:00:00,8.937945992719384e-08
49.5,18.5369,2006-06-30 00:00:00,1.1157251871489144e-07
49.5,18.5369,2006-07-31 00:00:00,1.1868053796842737e-07
49.5,18.5369,2006-08-31 00:00:00,8.637909903625714e-08
49.5,18.5369,2006-09-30 00:00:00,8.706840455665524e-08
49.5,18.5369,2006-10-31 00:00:00,5.370516856638837e-08
49.5,18.5369,2006-11-30 00:00:00,2.8134925835210736e-08
49.5,18.5369,2006-12-31 00:00:00,2.0201089218334033e-08
49.5,18.5369,2007-01-31 00:00:00,2.0468144331650696e-08
49.5,18.5369,2007-02-28 00:00:00,2.574799920888992e-08
49.5,18.5369,2007-03-31 00:00:00,4.502228098643921e-08
49.5,18.5369,2007-04-30 00:00:00,7.874917893585552e-08
49.5,18.5369,2007-05-31 00:00:00,9.680132864817348e-08
49.5,18.5369,2007-06-30 00:00:00,1.1363398261376437e-07
49.5,18.5369,2007-07-31 00:00:00,1.1004708908126476e-07
49.5,18.5369,2007-08-31 00:00:00,1.0351695553655732e-07
49.5,18.5369,2007-09-30 00:00:00,6.302175258419797e-08
49.5,18.5369,2007-10-31 00:00:00,3.965858203712225e-08
49.5,18.5369,2007-11-30 00:00:00,2.0006248461235083e-08
49.5,18.5369,2007-12-31 00:00:00,1.3305354644385163e-08
49.5,18.5369,2008-01-31 00:00:00,1.8004459424739835e-08
49.5,18.5369,2008-02-28 00:00:00,2.7226476513446965e-08
49.5,18.5369,2008-03-31 00:00:00,3.6939664492396754e-08
49.5,18.5369,2008-04-30 00:00:00,6.760447005319923e-08
49.5,18.5369,2008-05-31 00:00:00,9.800585582535183e-08
49.5,18.5369,2008-06-30 00:00:00,1.1970982065277482e-07
49.5,18.5369,2008-07-31 00:00:00,1.0657835550448687e-07
49.5,18.5369,2008-08-31 00:00:00,1.0754822744582268e-07
49.5,18.5369,2008-09-30 00:00:00,7.195560409029668e-08
49.5,18.5369,2008-10-31 00:00:00,4.940992358672127e-08
49.5,18.5369,2008-11-30 00:00:00,2.8862325219436344e-08
49.5,18.5369,2008-12-31 00:00:00,1.665915845599048e-08
49.5,18.5369,2009-01-31 00:00:00,1.2241508843792093e-08
49.5,18.5369,2009-02-28 00:00:00,1.5186873254094943e-08
49.5,18.5369,2009-03-31 00:00:00,2.6063298057427248e-08
49.5,18.5369,2009-04-30 00:00:00,8.713755766799775e-08
49.5,18.5369,2009-05-31 00:00:00,9.206845352107281e-08
49.5,18.5369,2009-06-30 00:00:00,9.490362865203412e-08
49.5,18.5369,2009-07-31 00:00:00,1.1813299055891202e-07
49.5,18.5369,2009-08-31 00:00:00,1.0520364001966277e-07
49.5,18.5369,2009-09-30 00:00:00,8.528353353600737e-08
49.5,18.5369,2009-10-31 00:00:00,3.881015804063075e-08
