lat,lon,time,gpp
13.28,30.48,2005-01-31 00:00:00,6.288574766610806e-09
13.28,30.48,2005-02-28 00:00:00,8.424089880732645e-09
13.28,30.48,2005-03-31 00:00:00,8.514299954000656e-09
13.28,30.48,2005-04-30 00:00:00,9.392441104081993e-09
13.28,30.48,2005-05-31 00:00:00,9.291808022237629e-09
13.28,30.48,2005-06-30 00:00:00,1.3501167003209151e-08
13.28,30.48,2005-07-31 00:00:00,2.4482984802225966e-08
13.28,30.48,2005-08-31 00:00:00,8.034925375524613e-08
13.28,30.48,2005-09-30 00:00:00,1.0892755513811293e-07
13.28,30.48,2005-10-31 00:00:00,4.474661900992405e-08
13.28,30.48,2005-11-30 00:00:00,2.0837350489514424e-08
13.28,30.48,2005-12-31 00:00:00,1.0449345810471236e-08
13.28,30.48,2006-01-31 00:00:00,8.228973045605526e-09
13.28,30.48,2006-02-28 00:00:00,1.0375417082340874e-08
13.28,30.48,2006-03-31 00:00:00,9.611834154667656e-09
13.28,30.48,2006-04-30 00:00:00,9.491344332853233e-09
13.28,30.48,2006-05-31 00:00:00,9.093455515682084e-09
13.28,30.48,2006-06-30 00:00:00,1.2407140825132389e-08
13.28,30.48,2006-07-31 00:00:00,1.7329265138762778e-08
13.28,30.48,2006-08-31 00:00:00,5.5367643958639555e-08
13.28,30.48,2006-09-30 00:00:00,7.272065167765406e-08
13.28,30.48,2006-10-31 00:00:00,3.482000340007908e-08
13.28,30.48,2006-11-30 00:00:00,1.664159676173372e-08
13.28,30.48,2006-12-31 00:00:00,7.076802676004294e-09
13.28,30.48,2007-01-31 00:00:00,6.08857174012288e-09
13.28,30.48,2007-02-28 00:00:00,7.348136579731365e-09
13.28,30.48,2007-03-31 00:00:00,8.211752374801094e-09
13.28,30.48,2007-04-30 00:00:00,8.69794602981562e-09
13.28,30.48,2007-05-31 00:00:00,7.295177162936678e-09
13.28,30.48,2007-06-30 00:00:00,1.3514416880928453e-08
13.28,30.48,2007-07-31 00:00:00,2.789383543724926e-08
13.28,30.48,2007-08-31 00:00:00,7.859195518594185e-08
13.28,30.48,2007-09-30 00:00:00,9.385830484679396e-08
13.28,30.48,2007-10-31 00:00:00,3.735933858109116e-08
13.28,30.48,2007-11-30 00:00:00,1.8264488016355654e-08
13.28,30.48,2007-12-31 00:00:00,8.48472946916061e-09
13.28,30.48,2008-01-31 00:00:00,7.0965026783246735e-09
13.28,30.48,2008-02-28 00:00:00,7.357061887016347e-09
13.28,30.48,2008-03-31 00:00:00,8.658444872326367e-09
13.28,30.48,2008-04-30 00:00:00,9.025152933060929e-09
13.28,30.48,2008-05-31 00:00:00,9.483769468016142e-09
13.28,30.48,2008-06-30 00:00:00,1.6118939661146796e-08
13.28,30.48,2008-07-31 00:00:00,2.436139398157909e-08
13.28,30.48,2008-08-31 00:00:00,5.830195051312038e-08
13.28,30.48,2008-09-30 00:00:00,1.0359221727739807e-07
13.28,30.48,2008-10-31 00:00:00,4.1364950584216184e-08
13.28,30.48,2008-11-30 00:00:00,2.1870443907476698e-08
13.28,30.48,2008-12-31 00:00:00,1.0048298057463756e-08
13.28,30.48,2009-01-31 00:00:00,7.955451642198658e-09
13.28,30.48,2009-02-28 00:00:00,8.647241101544979e-09
13.28,30.48,2009-03-31 00:00:00,8.843956244140312e-09
13.28,30.48,2009-04-30 00:00:00,8.3046505285831e-09
13.28,30.48,2009-05-31 00:00:00,1.3354733392743077e-08
13.28,30.48,2009-06-30 00:00:00,1.2168865286057963e-08
13.28,30.48,2009-07-31 00:00:00,1.9015967366255335e-08
13.28,30.48,2009-08-31 00:00:00,5.928061941221673e-08
13.28,30.48,2009-09-30 00:00:00,7.166153160389732e-08
13.28,30.48,2009-10-31 00:00:00,2.8432613675887812e-08
13.28,30.48,2009-11-30 00:00:00,1.3327809817710786e-08
13.28,30.48,2009-12-31 00:00:00,7.4366395898073316e-09
