lat,lon,time,gpp
-35.66,148.15,2001-01-31 00:00:00,6.228580637138143e-08
-35.66,148.15,2001-02-28 00:00:00,7.35685117472664e-08
-35.66,148.15,2001-03-31 00:00:00,6.205313749647248e-08
-35.66,148.15,2001-04-30 00:00:00,4.687634441641833e-08
-35.66,148.15,2001-05-31 00:00:00,2.8462020456529464e-08
-35.66,148.15,2001-06-30 00:00:00,1.2283872581182707e-08
-35.66,148.15,2001-07-31 00:00:00,1.1920260611015424e-08
-35.66,148.15,2001-08-31 00:00:00,9.074346028183205e-09
-35.66,148.15,2001-09-30 00:00:00,2.0868416088941625e-08
-35.66,148.15,2001-10-31 00:00:00,2.2684312013839288e-08
-35.66,148.15,2001-11-30 00:00:00,3.6237412957984954e-08
-35.66,148.15,2001-12-31 00:00:00,4.539645968742904e-08
-35.66,148.15,2002-01-31 00:00:00,5.3901706836507776e-08
-35.66,148.15,2002-02-28 00:00:00,5.4141974027088366e-08
-35.66,148.15,2002-03-31 00:00:00,6.69324235010706e-08
-35.66,148.15,2002-04-30 00:00:00,5.721498615467749e-08
-35.66,148.15,2002-05-31 00:00:00,3.301009485565138e-08
-35.66,148.15,2002-06-30 00:00:00,1.9025921755192426e-08
-35.66,148.15,2002-07-31 00:00:00,1.529465433627508e-08
-35.66,148.15,2002-08-31 00:00:00,1.9164817967602943e-08
-35.66,148.15,2002-09-30 00:00:00,2.2920106088065046e-08
-35.66,148.15,2002-10-31 00:00:00,3.2988055323710434e-08
-35.66,148.15,2002-11-30 00:00:00,4.395471985728238e-08
-35.66,148.15,2002-12-31 00:00:00,5.111687065603868e-08
-35.66,148.15,2003-01-31 00:00:00,5.783903602753281e-08
-35.66,148.15,2003-02-28 00:00:00,5.233001067585299e-08
-35.66,148.15,2003-03-31 00:00:00,5.5439571614567916e-08
-35.66,148.15,2003-04-30 00:00:00,4.487674250677153e-08
-35.66,148.15,2003-05-31 00:00:00,3.2527530738793917e-08
-35.66,148.15,2003-06-30 00:00:00,1.0095688861448804e-08
-35.66,148.15,2003-07-31 00:00:00,9.49996260628011e-09
-35.66,148.15,2003-08-31 00:00:00,6.0922759712767095e-09
-35.66,148.15,2003-09-30 00:00:00,1.3340655852860753e-08
-35.66,148.15,2003-10-31 00:00:00,2.149281680968858e-08
-35.66,148.15,2003-11-30 00:00:00,3.812932387068083e-08
-35.66,148.15,2003-12-31 00:00:00,5.441693192934013e-08
-35.66,148.15,2004-01-31 00:00:00,7.127205180870466e-08
-35.66,148.15,2004-02-28 00:00:00,7.559702811909948e-08
-35.66,148.15,2004-03-31 00:00:00,3.8696739279610544e-08
-35.66,148.15,2004-04-30 00:00:00,3.8649727652707477e-08
-35.66,148.15,2004-05-31 00:00:00,2.7902957135852105e-08
-35.66,148.15,2004-06-30 00:00:00,1.0528153462165023e-08
-35.66,148.15,2004-07-31 00:00:00,1.062436928994785e-08
-35.66,148.15,2004-08-31 00:00:00,1.3665751979602297e-08
-35.66,148.15,2004-09-30 00:00:00,2.1228425067039547e-08
-35.66,148.15,2004-10-31 00:00:00,3.357363515622296e-08
-35.66,148.15,2004-11-30 00:00:00,4.0024873961595224e-08
-35.66,148.15,2004-12-31 00:00:00,5.994024011378677e-08
-35.66,148.15,2005-01-31 00:00:00,7.976495950913956e-08
-35.66,148.15,2005-02-28 00:00:00,7.5321134135063e-08
-35.66,148.15,2005-03-31 00:00:00,6.892746576607867e-08
-35.66,148.15,2005-04-30 00:00:00,6.035123711742585e-08
-35.66,148.15,2005-05-31 00:00:00,3.8919479419604e-08
-35.66,148.15,2005-06-30 00:00:00,1.8537320587588385e-08
-35.66,148.15,2005-07-31 00:00:00,1.3525969966444176e-08
-35.66,148.15,2005-08-31 00:00:00,1.6221528197636986e-08
-35.66,148.15,2005-09-30 00:00:00,1.897670679062997e-08
-35.66,148.15,2005-10-31 00:00:00,3.268259757447994e-08
-35.66,148.15,2005-11-30 00:00:00,4.406716948399132e-08
-35.66,148.15,2005-12-31 00:00:00,5.70846677672897e-08
-35.66,148.15,2006-01-31 00:00:00,7.091654542833035e-08
-35.66,148.15,2006-02-28 00:00:00,6.368252430734572e-08
-35.66,148.15,2006-03-31 00:00:00,4.924876696420737e-08
-35.66,148.15,2006-04-30 00:00:00,3.819678729613486e-08
-35.66,148.15,2006-05-31 00:00:00,2.521174607306739e-08
-35.66,148.15,2006-06-30 00:00:00,1.6072528310627174e-08
-35.66,148.15,2006-07-31 00:00:00,1.281807264184967e-08
-35.66,148.15,2006-08-31 00:00:00,1.8996339139412722e-08
-35.66,148.15,2006-09-30 00:00:00,2.9521415773152255e-08
-35.66,148.15,2006-10-31 00:00:00,4.0636704524167136e-08
-35.66,148.15,2006-11-30 00:00:00,4.8942883211405655e-08
-35.66,148.15,2006-12-31 00:00:00,5.6297420588044735e-08
-35.66,148.15,2007-01-31 00:00:00,6.44829818435248e-08
-35.66,148.15,2007-02-28 00:00:00,5.114051168281249e-08
-35.66,148.15,2007-03-31 00:00:00,6.511098310361121e-08
-35.66,148.15,2007-04-30 00:00:00,5.5996391962452876e-08
-35.66,148.15,2007-05-31 00:00:00,3.6269249009747915e-08
-35.66,148.15,2007-06-30 00:00:00,2.0480365685116405e-08
-35.66,148.15,2007-07-31 00:00:00,1.4304226888487553e-08
-35.66,148.15,2007-08-31 00:00:00,1.970821846927909e-08
-35.66,148.15,2007-09-30 00:00:00,2.6559898828542282e-08
-35.66,148.15,2007-10-31 00:00:00,3.850631308790561e-08
-35.66,148.15,2007-11-30 00:00:00,4.8261206883260815e-08
-35.66,148.15,2007-12-31 00:00:00,6.673104023725541e-08
-35.66,148.15,2008-01-31 00:00:00,9.125158600897783e-08
-35.66,148.15,2008-02-28 00:00:00,8.139370600270912e-08
-35.66,148.15,2008-03-31 00:00:00,7.342297242871669e-08
-35.66,148.15,2008-04-30 00:00:00,5.0073668906515e-08
-35.66,148.15,2008-05-31 00:00:00,3.16211375312282e-08
-35.66,148.15,2008-06-30 00:00:00,2.3799683725311728e-08
-35.66,148.15,2008-07-31 00:00:00,1.235112342652086e-08
-35.66,148.15,2008-08-31 00:00:00,1.500681146809648e-08
-35.66,148.15,2008-09-30 00:00:00,2.8528900583883562e-08
-35.66,148.15,2008-10-31 00:00:00,3.888994732505963e-08
-35.66,148.15,2008-11-30 00:00:00,4.126175966526614e-08
-35.66,148.15,2008-12-31 00:00:00,5.017657900527696e-08
-35.66,148.15,2009-01-31 00:00:00,6.199901208500938e-08
-35.66,148.15,2009-02-28 00:00:00,5.299906440118837e-08
-35.66,148.15,2009-03-31 00:00:00,4.8628983931511106e-08
-35.66,148.15,2009-04-30 00:00:00,4.5101447325683707e-08
-35.66,148.15,2009-05-31 00:00:00,3.100117120682832e-08
-35.66,148.15,2009-06-30 00:00:00,1.8322598158084478e-08
-35.66,148.15,2009-07-31 00:00:00,1.4196826544658129e-08
-35.66,148.15,2009-08-31 00:00:00,1.6042376801300192e-08
-35.66,148.15,2009-09-30 00:00:00,2.5362275174575364e-08
-35.66,148.15,2009-10-31 00:00:00,3.3138088458780576e-08
-35.66,148.15,2009-11-30 00:00:00,4.57610935854292e-08
-35.66,148.15,2009-12-31 00:00:00,4.703580215697299e-08
-35.66,148.15,2010-01-31 00:00:00,4.138418367982054e-08
-35.66,148.15,2010-02-28 00:00:00,5.9192379030725905e-08
-35.66,148.15,2010-03-31 00:00:00,6.71599742190926e-08
-35.66,148.15,2010-04-30 00:00:00,5.059311433608973e-08
-35.66,148.15,2010-05-31 00:00:00,3.422414873372224e-08
-35.66,148.15,2010-06-30 00:00:00,1.8131988516271904e-08
-35.66,148.15,2010-07-31 00:00:00,1.5152742902756284e-08
-35.66,148.15,2010-08-31 00:00:00,1.4140924920110231e-08
-35.66,148.15,2010-09-30 00:00:00,2.466523043107046e-08
-35.66,148.15,2010-10-31 00:00:00,3.302372686626324e-08
-35.66,148.15,2010-11-30 00:00:00,4.111307019639533e-08
-35.66,148.15,2010-12-31 00:00:00,5.456009363162549e-08
-35.66,148.15,2011-01-31 00:00:00,8.391722407148875e-08
-35.66,148.15,2011-02-28 00:00:00,7.734213549642847e-08
-35.66,148.15,2011-03-31 00:00:00,6.917053089864863e-08
-35.66,148.15,2011-04-30 00:00:00,4.739338962698597e-08
-35.66,148.15,2011-05-31 00:00:00,3.003732003964345e-08
-35.66,148.15,2011-06-30 00:00:00,1.5760771283608102e-08
-35.66,148.15,2011-07-31 00:00:00,1.355219864977238e-08
-35.66,148.15,2011-08-31 00:00:00,2.109403607034229e-08
-35.66,148.15,2011-09-30 00:00:00,2.5006587851415358e-08
-35.66,148.15,2011-10-31 00:00:00,3.473366422671869e-08
-35.66,148.15,2011-11-30 00:00:00,4.780232944979097e-08
-35.66,148.15,2011-12-31 00:00:00,6.511038301072829e-08
-35.66,148.15,2012-01-31 00:00:00,8.716715542421851e-08
-35.66,148.15,2012-02-28 00:00:00,7.997104823960692e-08
-35.66,148.15,2012-03-31 00:00:00,6.33504582304524e-08
-35.66,148.15,2012-04-30 00:00:00,5.321929729381613e-08
-35.66,148.15,2012-05-31 00:00:00,3.138115979556205e-08
-35.66,148.15,2012-06-30 00:00:00,1.9315605999663323e-08
-35.66,148.15,2012-07-31 00:00:00,1.4850340211630704e-08
-35.66,148.15,2012-08-31 00:00:00,1.542619184621024e-08
-35.66,148.15,2012-09-30 00:00:00,2.5520678376685316e-08
-35.66,148.15,2012-10-31 00:00:00,3.993956773246542e-08
-35.66,148.15,2012-11-30 00:00:00,5.246360731443932e-08
-35.66,148.15,2012-12-31 00:00:00,6.745404367674616e-08
-35.66,148.15,2013-01-31 00:00:00,6.784079431734222e-08
-35.66,148.15,2013-02-28 00:00:00,5.4724343403445e-08
-35.66,148.15,2013-03-31 00:00:00,6.966006254598215e-08
-35.66,148.15,2013-04-30 00:00:00,5.197703025876797e-08
-35.66,148.15,2013-05-31 00:00:00,3.231644559015636e-08
-35.66,148.15,2013-06-30 00:00:00,2.4105918667466583e-08
-35.66,148.15,2013-07-31 00:00:00,1.7957966675633432e-08
-35.66,148.15,2013-08-31 00:00:00,1.848042286633635e-08
-35.66,148.15,2013-09-30 00:00:00,3.070775007727997e-08
-35.66,148.15,2013-10-31 00:00:00,3.8669312896221415e-08
-35.66,148.15,2013-11-30 00:00:00,5.290099254302571e-08
-35.66,148.15,2013-12-31 00:00:00,6.831003936210912e-08
