lat,lon,time,gpp
-25.0,231.5,2000-01-31 00:00:00,3.661088917795179e-08
-25.0,231.5,2000-02-28 00:00:00,6.314681616058694e-08
-25.0,231.5,2000-03-31 00:00:00,1.1226508456950148e-07
-25.0,231.5,2000-04-30 00:00:00,9.72773640891479e-08
-25.0,231.5,2000-05-31 00:00:00,4.670981761636876e-08
-25.0,231.5,2000-06-30 00:00:00,5.133017641952192e-08
-25.0,231.5,2000-07-31 00:00:00,6.154702109038213e-08
-25.0,231.5,2000-08-31 00:00:00,2.5470643102337785e-08
-25.0,231.5,2000-09-30 00:00:00,4.772989688648751e-08
-25.0,231.5,2000-10-31 00:00:00,5.271830194406512e-08
-25.0,231.5,2000-11-30 00:00:00,1.0628815496975837e-07
-25.0,231.5,2000-12-31 00:00:00,1.4426127089661307e-07
-25.0,231.5,2001-01-31 00:00:00,5.540386064750531e-08
-25.0,231.5,2001-02-28 00:00:00,5.3743362986071635e-08
-25.0,231.5,2001-03-31 00:00:00,5.98075235861702e-08
-25.0,231.5,2001-04-30 00:00:00,6.569857788358026e-08
-25.0,231.5,2001-05-31 00:00:00,5.582618545282261e-08
-25.0,231.5,2001-06-30 00:00:00,1.4389564480663323e-08
-25.0,231.5,2001-07-31 00:00:00,6.615174311131782e-09
-25.0,231.5,2001-08-31 00:00:00,4.162929670106637e-09
-25.0,231.5,2001-09-30 00:00:00,3.954461119348197e-09
-25.0,231.5,2001-10-31 00:00:00,6.190020025820112e-09
-25.0,231.5,2001-11-30 00:00:00,1.9248800026526714e-08
-25.0,231.5,2001-12-31 00:00:00,3.6881509989404685e-08
-25.0,231.5,2002-01-31 00:00:00,4.007093073903471e-08
-25.0,231.5,2002-02-28 00:00:00,4.396831064330332e-08
-25.0,231.5,2002-03-31 00:00:00,3.307091573191167e-08
-25.0,231.5,2002-04-30 00:00:00,1.5714215784812226e-08
-25.0,231.5,2002-05-31 00:00:00,4.619609062002078e-09
-25.0,231.5,2002-06-30 00:00:00,3.5686354220583393e-09
-25.0,231.5,2002-07-31 00:00:00,2.335249174416785e-09
-25.0,231.5,2002-08-31 00:00:00,3.4428807438577297e-09
-25.0,231.5,2002-09-30 00:00:00,2.623074806339144e-09
-25.0,231.5,2002-10-31 00:00:00,2.7348745846058325e-09
-25.0,231.5,2002-11-30 00:00:00,1.0493836922268424e-08
-25.0,231.5,2002-12-31 00:00:00,1.1654482502257844e-08
-25.0,231.5,2003-01-31 00:00:00,1.4838446443286072e-08
-25.0,231.5,2003-02-28 00:00:00,1.65630926278282e-08
-25.0,231.5,2003-03-31 00:00:00,2.2324128496827102e-08
-25.0,231.5,2003-04-30 00:00:00,1.1449333668927739e-08
-25.0,231.5,2003-05-31 00:00:00,1.0883625396400709e-08
-25.0,231.5,2003-06-30 00:00:00,5.2692693210840725e-09
-25.0,231.5,2003-07-31 00:00:00,5.563140062545229e-09
-25.0,231.5,2003-08-31 00:00:00,5.27888877489098e-09
-25.0,231.5,2003-09-30 00:00:00,7.64210171185389e-09
-25.0,231.5,2003-10-31 00:00:00,6.554335038680481e-09
-25.0,231.5,2003-11-30 00:00:00,7.70067443107839e-09
-25.0,231.5,2003-12-31 00:00:00,6.681483687825545e-09
-25.0,231.5,2004-01-31 00:00:00,1.4712072418147542e-08
