lat,lon,time,gpp
56.46,32.92,1998-01-31 00:00:00,3.840285578924953e-09
56.46,32.92,1998-02-28 00:00:00,5.930251357837579e-09
56.46,32.92,1998-03-31 00:00:00,8.427755606412452e-09
56.46,32.92,1998-04-30 00:00:00,3.7968898551784534e-08
56.46,32.92,1998-05-31 00:00:00,8.378638820989073e-08
56.46,32.92,1998-06-30 00:00:00,1.2129014455435267e-07
56.46,32.92,1998-07-31 00:00:00,1.2120383730036415e-07
56.46,32.92,1998-08-31 00:00:00,9.81126779803528e-08
56.46,32.92,1998-09-30 00:00:00,7.14847659023479e-08
56.46,32.92,1998-10-31 00:00:00,3.1975438582315624e-08
56.46,32.92,1998-11-30 00:00:00,5.278863086721381e-09
56.46,32.92,1998-12-31 00:00:00,2.79381089142102e-09
56.46,32.92,1999-01-31 00:00:00,2.5589283745866395e-09
56.46,32.92,1999-02-28 00:00:00,2.9008266068226696e-09
56.46,32.92,1999-03-31 00:00:00,9.252695674165436e-09
56.46,32.92,1999-04-30 00:00:00,5.642618908090078e-08
56.46,32.92,1999-05-31 00:00:00,7.070201232845805e-08
56.46,32.92,1999-06-30 00:00:00,1.2415423416686204e-07
56.46,32.92,1999-07-31 00:00:00,1.346964010899704e-07
56.46,32.92,1999-08-31 00:00:00,1.0607252494264247e-07
56.46,32.92,1999-09-30 00:00:00,7.765263129039804e-08
56.46,32.92,1999-10-31 00:00:00,3.851289143367004e-08
56.46,32.92,1999-11-30 00:00:00,9.11894117832593e-09
56.46,32.92,1999-12-31 00:00:00,3.9698355765837955e-09
56.46,32.92,2000-01-31 00:00:00,3.3534796599599794e-09
56.46,32.92,2000-02-28 00:00:00,6.866457388617393e-09
56.46,32.92,2000-03-31 00:00:00,1.2268441381455184e-08
56.46,32.92,2000-04-30 00:00:00,5.431634733484221e-08
56.46,32.92,2000-05-31 00:00:00,7.840991942653839e-08
56.46,32.92,2000-06-30 00:00:00,1.116742702652743e-07
56.46,32.92,2000-07-31 00:00:00,1.1822065890972044e-07
56.46,32.92,2000-08-31 00:00:00,1.1001828488273806e-07
56.46,32.92,2000-09-30 00:00:00,7.085013905624471e-08
56.46,32.92,2000-10-31 00:00:00,4.221320468906562e-08
56.46,32.92,2000-11-30 00:00:00,1.2123657408598493e-08
56.46,32.92,2000-12-31 00:00:00,5.732734229142831e-09
56.46,32.92,2001-01-31 00:00:00,5.638024999327801e-09
56.46,32.92,2001-02-28 00:00:00,5.748011499817795e-09
56.46,32.92,2001-03-31 00:00:00,1.468241149176411e-08
56.46,32.92,2001-04-30 00:00:00,5.570069297558452e-08
56.46,32.92,2001-05-31 00:00:00,8.178029405509812e-08
56.46,32.92,2001-06-30 00:00:00,1.1948433910644253e-07
56.46,32.92,2001-07-31 00:00:00,1.3406985242512134e-07
56.46,32.92,2001-08-31 00:00:00,1.1453335693791259e-07
56.46,32.92,2001-09-30 00:00:00,7.781664898924121e-08
56.46,32.92,2001-10-31 00:00:00,3.3239645287401404e-08
56.46,32.92,2001-11-30 00:00:00,1.0871597870459728e-08
56.46,32.92,2001-12-31 00:00:00,1.5637112798224631e-09
56.46,32.92,2002-01-31 00:00:00,5.321336254883351e-09
56.46,32.92,2002-02-28 00:00:00,1.2337969585879646e-08
56.46,32.92,2002-03-31 00:00:00,2.604209099415671e-08
56.46,32.92,2002-04-30 00:00:00,5.766757672478655e-08
56.46,32.92,2002-05-31 00:00:00,9.540440388502642e-08
56.46,32.92,2002-06-30 00:00:00,1.220735056821645e-07
56.46,32.92,2002-07-31 00:00:00,1.393528344274689e-07
56.46,32.92,2002-08-31 00:00:00,1.095928159269263e-07
56.46,32.92,2002-09-30 00:00:00,5.6045592243804934e-08
56.46,32.92,2002-10-31 00:00:00,2.2385362437997516e-08
56.46,32.92,2002-11-30 00:00:00,9.203546318389076e-09
56.46,32.92,2002-12-31 00:00:00,5.067811343871601e-10
56.46,32.92,2003-01-31 00:00:00,1.4056478810896887e-09
56.46,32.92,2003-02-28 00:00:00,1.3594384647328733e-09
56.46,32.92,2003-03-31 00:00:00,4.467913668469557e-09
56.46,32.92,2003-04-30 00:00:00,2.501801811751615e-08
56.46,32.92,2003-05-31 00:00:00,8.830154195247495e-08
56.46,32.92,2003-06-30 00:00:00,9.57792396638618e-08
56.46,32.92,2003-07-31 00:00:00,1.2699533876786985e-07
56.46,32.92,2003-08-31 00:00:00,9.99363584233558e-08
56.46,32.92,2003-09-30 00:00:00,7.244681339140427e-08
56.46,32.92,2003-10-31 00:00:00,2.8468455746546414e-08
56.46,32.92,2003-11-30 00:00:00,1.207496183700691e-08
56.46,32.92,2003-12-31 00:00:00,5.788100594966871e-09
56.46,32.92,2004-01-31 00:00:00,2.2413346992321493e-09
56.46,32.92,2004-02-28 00:00:00,5.719344503000454e-09
56.46,32.92,2004-03-31 00:00:00,2.3967186215772113e-08
56.46,32.92,2004-04-30 00:00:00,4.8184439347381083e-08
56.46,32.92,2004-05-31 00:00:00,8.252059110368251e-08
56.46,32.92,2004-06-30 00:00:00,1.1570201947813385e-07
56.46,32.92,2004-07-31 00:00:00,1.3285577298619353e-07
56.46,32.92,2004-08-31 00:00:00,1.1521712177554822e-07
56.46,32.92,2004-09-30 00:00:00,7.356088877426331e-08
56.46,32.92,2004-10-31 00:00:00,3.195257054647299e-08
56.46,32.92,2004-11-30 00:00:00,1.0986898447573174e-08
56.46,32.92,2004-12-31 00:00:00,5.021555637449618e-09
56.46,32.92,2005-01-31 00:00:00,6.2327092585212816e-09
56.46,32.92,2005-02-28 00:00:00,2.7704823133697774e-09
56.46,32.92,2005-03-31 00:00:00,5.71755292303544e-09
56.46,32.92,2005-04-30 00:00:00,4.0059982136421343e-08
56.46,32.92,2005-05-31 00:00:00,7.327680995453728e-08
56.46,32.92,2005-06-30 00:00:00,1.0841690061188214e-07
