lat,lon,time,gpp
9.31,280.37,2007-01-31 00:00:00,1.3830618804562984e-07
9.31,280.37,2007-02-28 00:00:00,6.080129003614398e-08
9.31,280.37,2007-03-31 00:00:00,3.164664237262925e-08
9.31,280.37,2007-04-30 00:00:00,3.8231579274415066e-08
9.31,280.37,2007-05-31 00:00:00,5.2894911337152365e-08
9.31,280.37,2007-06-30 00:00:00,7.908071437691104e-08
9.31,280.37,2007-07-31 00:00:00,1.0196573295374562e-07
9.31,280.37,2007-08-31 00:00:00,1.1704705153205002e-07
9.31,280.37,2007-09-30 00:00:00,1.3552985108724073e-07
9.31,280.37,2007-10-31 00:00:00,1.2847740983883165e-07
9.31,280.37,2007-11-30 00:00:00,1.190352971472016e-07
9.31,280.37,2007-12-31 00:00:00,1.3613050513066586e-07
9.31,280.37,2008-01-31 00:00:00,1.659225484824038e-07
9.31,280.37,2008-02-28 00:00:00,6.841267320480835e-08
9.31,280.37,2008-03-31 00:00:00,3.6837983264379364e-08
9.31,280.37,2008-04-30 00:00:00,2.2931318204157516e-08
9.31,280.37,2008-05-31 00:00:00,3.385736454974174e-08
9.31,280.37,2008-06-30 00:00:00,3.7856219219116126e-08
9.31,280.37,2008-07-31 00:00:00,5.270142736125219e-08
9.31,280.37,2008-08-31 00:00:00,8.365144804675101e-08
9.31,280.37,2008-09-30 00:00:00,1.2108041698400865e-07
9.31,280.37,2008-10-31 00:00:00,1.3240114167986578e-07
9.31,280.37,2008-11-30 00:00:00,1.1323705610419494e-07
9.31,280.37,2008-12-31 00:00:00,1.5856646793690247e-07
9.31,280.37,2009-01-31 00:00:00,1.16066959439015e-07
9.31,280.37,2009-02-28 00:00:00,4.5988409260300626e-08
9.31,280.37,2009-03-31 00:00:00,2.430607959080141e-08
9.31,280.37,2009-04-30 00:00:00,1.2941006057307592e-08
9.31,280.37,2009-05-31 00:00:00,3.801996944104782e-08
9.31,280.37,2009-06-30 00:00:00,4.728269897724768e-08
9.31,280.37,2009-07-31 00:00:00,8.000087710243218e-08
9.31,280.37,2009-08-31 00:00:00,1.1334005931098382e-07
9.31,280.37,2009-09-30 00:00:00,1.358681895567928e-07
9.31,280.37,2009-10-31 00:00:00,1.278771284332555e-07
9.31,280.37,2009-11-30 00:00:00,1.0340153280268082e-07
9.31,280.37,2009-12-31 00:00:00,1.6087620830140283e-07
